age,number_dependent_family_members,monthly_income,number_of_credit_lines,real_estate_loans,ratio_debt_payment_to_income,credit_line_utilization,total_late_payments,target
69,0,8.594339400592892,19,1,0.36576736,0.084201079,0,0
52,2,9.565283817736766,14,1,0.344576117,0.248947591,0,0
25,1,7.893572073504902,8,0,0.669402985,1.257881381,0,1
42,0,8.517393171418904,11,1,0.463107379,0.59703925,0,1
38,0,9.388151773292252,10,2,0.402728947,0.531394055,0,0
32,2,9.123365357961776,13,1,0.384204211,0.176499646,1,0
44,3,8.006700845440367,3,1,0.500166611,0.9999999,5,1
58,0,8.509161019718974,7,0,0.1074596769999999,0.168525403,0,0
63,0,9.192278229157774,16,4,0.294672852,0.038664323,0,0
47,3,7.718685495198466,14,1,0.902222222,0.102570486,0,0
46,1,8.648396877031582,6,0,0.0,0.0,0,0
68,0,7.0825485693553,15,0,1.5,0.016675574,0,0
56,3,8.594339400592892,8,3,0.168011682,0.55521479,0,0
47,0,8.537191877922927,6,0,0.105077436,0.034684723,0,0
45,0,8.594339400592892,0,0,0.5,0.00560378,0,0
25,0,8.594339400592892,2,0,1.5,0.067983004,0,0
62,1,9.108418382250798,12,2,0.301959916,0.002223964,0,0
52,2,9.012011377036412,12,0,0.079136691,0.081916723,0,0
51,0,8.594339400592892,7,0,0.1461505,0.9999999,3,0
35,3,9.255887186932153,10,2,0.343302121,0.07855759,0,0
27,0,6.710523109452428,2,0,0.0,0.0,0,0
51,1,9.226902460275161,16,2,0.267433855,0.000120183,0,0
57,0,9.04793908261736,8,1,0.067168568,0.091756904,0,0
22,0,6.80128303447162,2,0,0.0,0.012658228,0,0
84,1,7.8636512654486515,4,0,0.294672852,0.072853674,0,0
49,0,9.29807648628027,15,2,0.300265641,0.1014321919999999,0,0
61,1,8.364973978438726,5,1,0.326269213,0.031362448,0,0
47,3,8.594339400592892,19,1,0.1900097939999999,0.033628786,1,0
55,0,8.006700845440367,5,0,0.156947684,0.176499646,0,1
56,1,9.517898598432753,16,2,0.3761488129999999,0.162494519,1,0
63,0,8.125926802707886,6,0,0.671990535,0.302363526,0,0
46,0,8.594339400592892,6,0,0.064703257,0.115972445,0,0
36,1,8.594339400592892,7,1,0.331524068,0.53002611,0,1
51,1,9.168893182062009,9,0,0.363873254,0.555238695,5,1
45,0,8.853808274977197,0,1,0.318383088,0.158001419,0,0
32,0,8.922791623969637,18,1,0.307159045,0.067205539,0,0
61,0,8.517393171418904,2,0,0.050189962,0.836832633,0,0
27,1,7.6246189861593985,4,0,0.3334960939999999,0.176499646,1,1
49,1,9.149953221961088,4,2,0.220947525,0.177792888,0,0
59,0,8.281723990411392,7,0,0.165021514,0.046655474,0,0
49,3,8.412054873292933,13,1,0.4419018,0.678202744,0,0
51,0,9.024131268455035,16,2,0.294672852,0.0,7,0
51,2,8.853808274977197,3,1,0.1776889019999999,0.0015872389999999,0,0
50,2,9.61587214452889,15,1,0.316112259,0.6719404640000001,0,0
65,0,8.594339400592892,15,1,1.5,0.176499646,0,1
70,0,8.594339400592892,9,1,1.5,0.118093449,1,0
51,2,8.712101863715663,2,0,0.056616195,0.176499646,0,0
32,0,8.556606193773073,11,1,0.505671986,0.1726739689999999,0,0
30,1,8.59044365315583,5,0,0.1323420069999999,0.797137182,0,0
58,0,8.612685172875459,9,0,0.297036902,0.416507716,0,1
55,1,8.483429561263428,3,0,0.14087712,0.962075848,0,0
43,2,7.741099090035366,4,0,0.275097784,0.176499646,0,1
66,0,7.1316985104669115,9,1,0.294672852,0.863462085,0,1
57,0,7.244941546337007,6,1,0.65738758,0.176499646,1,0
64,0,8.671458150427666,9,4,0.625642784,0.324270273,0,0
68,1,7.633369649679584,11,1,0.860116167,0.656725502,0,0
71,1,8.412054873292933,0,0,0.054432348,0.0,0,0
51,0,9.255504923930557,17,1,0.294672852,0.1824094389999999,0,0
36,0,8.922791623969637,8,2,0.27129716,0.132215445,0,0
60,1,7.798112628829788,14,0,0.247536946,0.077642401,1,0
24,0,7.05444965813294,1,0,0.254749568,0.9999999,2,0
26,0,8.594339400592892,0,0,0.229808493,0.271527036,0,0
50,1,9.259225769705994,5,1,0.171221788,0.2177311,0,0
26,0,7.719129840906732,8,0,0.266103954,0.176499646,0,0
52,1,8.594339400592892,13,0,0.319902229,0.055800789,0,0
68,0,6.773080375655535,2,0,0.433638444,0.0,0,0
26,0,6.710523109452428,8,0,0.646772229,0.022665293,0,0
61,1,9.099073559547596,0,1,0.211243992,0.816749485,0,0
29,0,8.987321812850125,13,2,0.585551806,0.605881981,0,0
37,0,8.594339400592892,6,1,0.454636341,0.008160703,0,0
57,0,9.18512512283512,17,3,0.281407035,0.642194397,0,0
47,0,7.170888478512505,7,1,1.412759416,0.176499646,0,0
46,0,8.412054873292933,8,0,0.294672852,0.028341114,1,0
44,2,7.937731775260109,11,1,1.102820421,0.319320798,0,0
52,0,9.341105441855735,9,1,0.3700973939999999,0.907452965,1,0
57,0,8.160803920954665,0,2,0.604398743,0.099190841,0,0
50,0,9.15704507491796,12,3,0.5265267379999999,0.264852936,0,0
63,1,8.594339400592892,15,1,0.331105765,0.176499646,0,0
62,0,7.824445930877619,17,1,0.8216713309999999,0.168872889,1,0
25,0,8.294299608857235,6,0,0.026243439,0.9999999,0,0
77,1,9.69486308732112,3,1,0.210114574,0.020199192,0,0
51,0,8.594339400592892,3,0,1.5,0.200380771,0,0
23,0,8.594339400592892,2,0,1.5,0.226386807,0,0
47,2,8.737131611781498,8,1,0.677046549,0.92054726,0,0
63,0,9.036106025364846,5,1,0.168908463,0.054984795,0,0
56,0,7.466799475018602,6,0,0.7833047459999999,0.953442483,0,0
52,1,8.575650760987806,15,0,0.120543294,1.000459664,0,0
37,0,8.412054873292933,11,0,0.2703843589999999,0.693070168,0,0
59,0,8.75004942158424,12,2,0.294672852,0.176499646,0,0
64,0,8.03947991910045,8,1,0.165752983,0.007013187,0,0
54,1,8.549466751966532,6,0,0.558675445,0.9999999,3,1
37,0,8.006700845440367,3,0,0.134621793,0.848151848,2,0
68,0,8.594339400592892,8,0,0.076659579,0.00658012,0,0
66,0,8.597297435657898,9,0,0.22798597,0.5641931020000001,0,0
32,0,8.658866349732383,16,1,0.3742405829999999,0.2211432139999999,0,0
64,1,8.89959435992585,12,1,0.212443717,0.8656869079999999,6,1
44,0,8.434028950155469,5,2,0.764833732,0.0006349,0,0
49,0,8.657129031713755,3,0,0.002608242,0.102779444,0,0
54,2,8.922791623969637,9,1,0.238234902,0.015474613,0,0
37,3,7.8636512654486515,6,0,0.263360246,0.176499646,0,0
58,2,9.69590972432601,19,1,0.420527968,0.189420457,0,0
36,2,8.768885326134862,9,0,0.072461515,0.176499646,3,1
40,4,9.573802232603889,9,2,0.300632691,0.407521011,2,0
41,4,8.62748154531036,2,0,0.105498836,0.227150365,0,0
57,0,7.313886831633462,3,0,0.01332445,0.02626316,0,0
46,2,8.131824785007195,15,1,0.6018817989999999,0.345604312,0,0
49,0,8.594339400592892,6,0,0.04253772,1.4604811000000002,8,0
51,0,8.57376254290413,0,0,0.0,0.9999999,0,0
55,0,8.713417653379183,3,1,0.214332676,0.0,0,0
28,0,7.824445930877619,2,0,0.0,0.0,0,0
60,0,9.357466436866476,20,1,0.365558912,0.8304758059999999,0,0
78,0,9.105090961257085,5,0,0.004666148,0.016505557,0,0
44,2,8.160803920954665,5,1,0.6006855179999999,0.768061597,0,0
62,3,9.834887461043872,9,3,0.248045411,0.3344141089999999,0,0
55,0,8.922791623969637,3,0,0.294672852,0.010223071,0,0
31,0,8.03947991910045,4,0,0.262495969,1.5,2,0
43,2,7.195937226475569,4,1,1.5,0.2441976739999999,0,0
71,0,8.594339400592892,11,1,0.178843227,0.073387449,0,0
51,1,8.594339400592892,7,2,0.130849933,0.9999999,0,0
43,3,9.30955202204713,16,0,0.582178756,0.074559551,0,0
43,3,8.974744612722734,10,0,0.242880648,0.910239603,0,0
65,0,8.80492526261806,24,3,0.770661467,0.046563162,1,0
54,2,9.832528463595635,4,2,0.294672852,0.349820024,0,0
35,1,7.901377353792616,0,1,0.25657164,0.387910457,0,0
56,0,8.713417653379183,6,1,0.267094017,0.027851483,0,0
36,0,8.922791623969637,20,1,0.191441141,0.114484744,0,0
51,0,7.939871576361883,0,0,0.135375846,0.906790945,0,0
62,0,9.334414687078109,7,2,0.4342372579999999,0.798608056,0,0
38,3,8.517393171418904,7,1,0.3607278539999999,0.072182249,0,0
51,1,8.472823243680297,7,0,0.178549028,0.459104576,0,0
64,2,8.430327258394575,7,1,1.108420593,0.085731428,0,0
65,0,9.030016817844901,8,1,0.262035928,0.110134846,0,0
51,0,8.63817111796914,19,5,0.40545809,0.026788997,0,0
64,0,9.510519035757246,3,1,0.146878009,0.372375375,0,0
59,0,7.529943370601589,16,0,0.7434245840000001,0.031197202,0,0
64,0,9.007856923358275,6,1,0.276233623,0.0619969,0,0
51,1,8.597297435657898,15,0,0.5021229460000001,0.262962598,0,0
30,0,8.394121193826242,4,0,0.119429993,0.7867505909999999,0,0
56,1,9.378732023236639,4,0,0.092022985,0.4650016279999999,0,0
23,0,8.594339400592892,1,0,1.5,0.9999999,0,0
36,1,7.696667081526462,8,0,0.563380282,0.176499646,0,0
66,0,8.612685172875459,0,0,0.359752772,0.275678223,0,0
65,1,8.594339400592892,8,2,0.294672852,0.065139755,0,0
51,0,8.061802274538348,13,2,0.92526017,0.009878245,0,0
55,0,8.966483779064431,0,0,0.030117407,0.0168051439999999,0,0
54,3,9.658545633760506,10,2,0.458894922,0.9999999,2,0
30,0,6.688354713946762,5,1,1.5,0.9999999,0,0
40,0,8.64541048921699,0,0,0.173293455,0.438850485,1,0
53,2,9.403766708502243,7,2,0.339047305,0.089797007,0,0
57,0,9.506139412529912,12,2,0.137925904,0.020293833,0,0
46,2,8.584290934948731,7,1,0.637179727,0.287990582,0,0
35,2,7.790282380703483,8,2,0.294672852,0.207037867,0,0
42,3,7.816416983691801,0,1,0.294672852,0.012491923,3,0
57,1,8.716207971151853,14,2,0.576462875,0.1182330009999999,1,0
40,3,7.5569505720129,7,1,0.915360502,0.750188816,0,1
58,2,7.601402334583733,6,2,1.5,0.104137422,0,0
59,2,9.784197131344804,13,2,0.302292829,0.197178137,0,0
64,0,6.621405651764134,5,0,0.098535286,0.035503936,0,0
44,3,8.77971129020447,16,1,0.459621597,0.942867953,1,1
52,2,7.8434564043761155,11,0,0.548450373,0.953494524,0,0
70,0,7.58629630715272,2,1,0.452562151,0.924010132,0,0
56,0,8.682877107057168,11,0,0.207083545,0.223844833,0,0
33,0,8.517393171418904,6,2,0.229754049,0.0,0,0
65,1,9.04793908261736,5,1,0.174920598,0.003320772,0,0
85,0,8.517393171418904,8,0,0.264347131,0.017189799,0,0
47,0,8.160803920954665,5,0,0.211939446,0.296977156,1,0
47,3,8.933796043934858,9,2,0.567774262,0.176499646,0,0
36,0,7.271703706887368,5,0,0.692842252,0.405648588,0,0
44,4,8.932740634865914,0,2,0.2914466739999999,0.129253895,0,0
26,1,8.701013624333928,6,0,0.171575969,0.999307746,0,0
73,0,7.7475968386928855,10,0,0.142055268,0.8871132270000001,1,1
59,0,8.294549515143679,7,1,0.294672852,0.479749002,0,0
44,0,8.665785595466064,12,1,0.300465437,0.0184758389999999,2,0
51,0,9.0280988119824,11,2,0.3315334769999999,0.126730517,1,0
64,0,8.160803920954665,7,0,0.399600114,0.292632798,0,0
71,0,8.756367559802975,15,0,0.322468903,1.11887568,5,1
45,3,8.822322177471738,13,1,0.41745283,0.0104789369999999,0,0
44,1,9.210440366976517,0,1,0.230876912,0.0978796969999999,0,0
59,0,8.594339400592892,7,1,0.3440290179999999,0.040648183,0,0
47,0,8.885025658050846,4,0,0.150906825,1.5,0,0
48,0,7.264730177929867,6,1,0.955213436,0.036706571,0,0
55,2,9.841665338892785,11,3,0.3593425879999999,0.0138100169999999,0,0
63,0,8.017307507688582,9,2,1.219254863,0.7482058640000001,0,0
50,0,8.905444318789714,8,1,0.260716224,0.0,0,0
46,0,8.699681400989514,15,2,0.96383936,0.62871442,0,1
42,0,8.594339400592892,13,0,0.269028508,0.176499646,0,0
45,2,8.909370405197466,5,2,0.256857181,0.137912738,0,0
51,2,8.732465848349879,11,0,0.386711821,0.50926417,0,0
59,0,7.6236419465115715,10,1,0.756109482,0.439579616,0,0
51,2,8.922791623969637,9,2,0.595253966,0.509383021,0,0
48,2,8.724369949208368,14,1,0.53649813,0.498865455,0,0
63,0,8.900276348631271,11,1,0.318925552,0.093864164,0,0
58,1,7.824445930877619,10,1,0.294672852,0.017428018,1,0
59,0,8.922791623969637,12,2,0.2326356489999999,0.205235325,1,0
57,0,8.594339400592892,5,2,0.2792676639999999,0.9999999,7,1
38,0,8.192847134592865,4,0,0.126970954,0.354823566,0,0
27,0,8.262816937670928,11,0,0.294672852,0.920022851,0,0
40,0,8.525756422076725,4,0,0.0604798729999999,0.4355716879999999,3,0
95,0,8.740496729931813,3,0,0.001599744,0.011934035,0,0
51,0,8.665785595466064,0,1,0.239269092,0.310304933,0,0
61,2,8.594339400592892,15,1,0.266573343,0.00719984,0,0
43,2,9.259225769705994,20,2,0.311017998,0.191246123,0,0
53,2,9.017847259860732,14,3,0.711601406,0.122671481,0,0
56,0,9.287394001418473,8,5,1.115730025,0.018650638,0,1
65,0,9.105090961257085,5,0,0.912009777,0.136990208,0,0
44,0,8.594339400592892,7,2,0.220954053,0.2335208,2,0
48,0,8.050065422915965,6,0,0.000957243,0.006201625,0,0
28,2,7.5678626054638825,4,0,0.40878553,0.7431874479999999,2,1
55,0,8.188966863648876,3,0,0.003610108,0.01519848,0,0
69,0,8.594339400592892,9,0,0.214960193,0.1444097419999999,0,0
63,0,8.594339400592892,9,1,0.283535176,0.176499646,0,0
60,0,8.967631665167133,13,2,0.508349267,0.568914887,0,0
71,0,8.594339400592892,7,1,1.5,0.9999999,0,0
46,0,8.055475141757274,14,2,0.624563631,0.01186118,0,0
35,1,8.846496938558838,11,0,0.294672852,0.176499646,0,0
71,0,7.419979923661835,18,3,1.4295985619999998,0.054834055,0,0
47,0,8.691314551644853,7,1,0.43219627,0.527576552,3,1
54,0,7.244941546337007,5,0,0.066381156,0.619876025,0,0
23,0,6.710523109452428,1,0,0.0,0.176499646,0,0
46,1,8.636042325254618,9,1,0.348605931,0.545782134,0,0
65,0,8.648396877031582,6,1,0.308191545,0.733247185,1,0
51,0,8.88723835429314,10,2,0.526592071,0.262923833,0,0
29,0,9.99884318585288,7,0,0.073542112,0.0,0,0
81,0,8.363575702750637,11,2,0.53801306,0.778719498,0,1
62,1,8.829665432675236,5,1,0.3504536139999999,0.176499646,2,1
67,0,7.419380582918692,8,1,0.64028777,0.01469853,0,0
56,0,7.700295203420117,3,0,0.024898144,0.366926615,0,0
42,1,9.076923258535832,12,2,0.358473317,0.041247965,0,0
63,0,8.906664409770052,0,2,0.406448991,0.268475296,0,0
69,0,9.078749951588586,11,2,0.058857078,0.011566878,0,0
39,1,8.160803920954665,6,1,0.255641245,0.593802066,1,0
66,0,6.400257445308821,9,1,1.5,0.013299778,0,0
89,0,9.042276686928927,13,4,0.656335029,0.384021324,0,0
45,0,8.612685172875459,6,0,0.054717324,0.485621681,0,0
48,4,8.817297783866575,2,0,0.0,0.0,0,0
56,0,7.937731775260109,3,0,0.294672852,0.056315495,0,0
69,0,8.476579508530941,6,1,0.279941679,0.034624134,0,0
54,0,8.434028950155469,13,3,0.389697892,0.273378278,1,1
51,0,8.594339400592892,8,1,0.443625946,0.9999999,7,1
32,0,7.937731775260109,5,0,0.214566226,0.976900534,0,1
29,3,8.24301946898925,1,0,0.001841621,0.9999999,2,0
77,0,8.160803920954665,3,1,0.387603542,0.990002,1,0
47,0,7.614312146452,3,0,0.294672852,0.9999999,4,0
51,2,9.803722464346553,10,1,0.226009613,0.068947479,0,0
63,0,8.055475141757274,6,0,0.172326246,0.176499646,2,0
65,0,8.479698986988657,16,1,0.480689369,0.422857242,0,0
26,0,7.797291273547472,2,0,0.117502054,0.176499646,0,0
57,0,7.395107546562485,0,1,0.541769042,0.176499646,0,0
38,0,8.517393171418904,5,0,0.294672852,0.115088491,0,0
35,0,7.875499292445208,0,0,0.213905775,0.4498928829999999,0,0
38,0,8.594339400592892,9,1,1.5,0.164986569,0,0
66,0,9.503084610020228,12,6,0.380270129,0.082494845,0,0
67,0,8.612685172875459,6,1,0.309398291,0.09056199,0,0
41,2,8.594339400592892,8,0,0.0,0.00033928,0,0
67,0,8.594339400592892,8,0,1.5,0.0309754529999999,0,1
72,0,7.753623546559746,9,1,0.436480687,0.135168498,1,0
65,3,9.296609807128359,11,1,0.153930832,0.041927522,0,0
38,0,8.229777750081887,4,0,0.0,0.9999999,1,0
34,3,8.871365005136852,14,2,0.415438596,0.176693588,0,0
41,3,7.978653729082731,5,1,0.3567511989999999,0.0134921,0,0
45,4,9.305741456739435,4,1,0.33851468,0.0999833359999999,0,0
64,1,8.895766604056085,8,2,0.293658403,0.208655492,0,0
37,5,9.091106284052485,5,3,0.406038756,0.03018754,0,0
51,0,9.059866258621348,16,2,0.724282227,0.743005977,0,1
67,0,8.350429973538136,14,0,0.294672852,0.857827476,0,0
79,0,8.37655086161377,10,0,0.014042357,0.019394041,0,0
46,4,9.61587214452889,0,1,0.199786681,0.007742376,0,0
56,0,9.020873347021357,9,0,0.263113367,0.49826474,0,0
60,0,8.80492526261806,10,2,0.329833508,0.495966375,2,1
57,1,8.376320632534823,3,1,0.344001842,0.0,1,1
25,0,7.313886831633462,4,0,0.294672852,0.176499646,0,1
50,2,8.748463629942055,8,2,0.439454055,0.961780609,0,0
53,1,8.713417653379183,17,4,1.040433925,0.283060796,0,1
51,0,8.81640849968169,6,0,0.294672852,0.0074268719999999,1,0
59,2,9.61587214452889,12,4,0.427771482,0.087460836,0,0
60,0,7.00397413672268,7,1,0.27520436,0.007499794,0,0
32,0,7.3783837129967145,9,0,0.226733292,0.0,0,0
51,1,7.790282380703483,6,0,0.097227969,0.070876046,1,0
75,0,5.017279836814924,0,0,0.099337748,0.008988044,0,0
43,3,8.476579508530941,5,0,0.073109769,0.0,2,0
50,2,8.241966560231802,0,0,0.194363972,0.656904425,3,1
51,2,8.550047528287184,6,0,0.0253532029999999,0.488147399,0,0
87,0,8.594339400592892,5,0,0.0,0.0,0,0
56,2,9.04793908261736,10,2,0.297494412,0.462925366,0,0
51,0,8.84922702143852,11,1,0.318984072,0.009902278,1,0
50,2,8.965079015408355,5,1,0.306453674,0.176499646,0,0
51,0,8.663023639627777,0,1,0.294672852,0.060146102,1,0
60,1,9.071193240566025,12,5,1.0582691640000002,0.120983408,0,0
58,0,8.612685172875459,14,1,0.53153972,0.036960227,0,0
51,3,8.36474106822456,6,1,0.5112974610000001,0.901488467,1,0
50,0,7.601402334583733,2,1,0.133933033,0.026784632,0,0
74,1,8.899321434159964,11,1,0.261498567,0.112146003,0,0
39,1,8.72518249495877,9,1,0.28151397,0.112335845,0,0
63,2,9.530320210727126,12,2,0.231137898,0.290551209,1,0
44,1,9.206131527202128,6,1,0.39736895,0.218817521,0,0
49,0,7.601402334583733,8,0,0.662168916,1.028413028,1,0
51,0,8.713417653379183,4,0,0.075279421,0.0,0,0
63,0,8.671458150427666,18,1,0.370929037,0.110610544,0,0
32,1,8.944680683558895,9,1,0.20555628,0.011373578,0,0
38,0,8.366602832783736,7,0,0.112531969,0.603688684,0,0
50,2,8.03947991910045,8,1,0.522089649,0.297512465,0,0
28,0,8.79497643168877,14,1,0.477351916,0.500076217,0,0
53,0,8.594339400592892,1,0,0.111777644,0.9999999,1,0
68,0,8.594339400592892,6,0,0.005549157,0.018332508,0,0
70,0,9.259225769705994,8,0,0.004570993,0.038163808,0,0
89,0,8.517393171418904,17,0,0.019196161,0.0,0,0
37,0,8.624970783589669,19,2,0.765128389,0.274952226,1,0
66,0,8.517393171418904,9,1,0.5442911420000001,0.130064755,0,0
57,2,8.80492526261806,31,2,0.3880305979999999,0.053546298,0,0
74,0,7.170888478512505,14,2,1.5,0.33149408,0,0
52,1,8.594339400592892,4,2,0.61397829,0.998875141,4,0
62,0,8.774003600200931,12,2,0.282332921,0.544498565,4,0
62,0,8.006700845440367,17,0,0.0973009,0.018092752,1,0
36,1,8.696343057044556,5,1,0.573482695,0.509326934,0,0
60,1,8.661639795781266,7,2,0.294672852,0.091892365,0,0
51,0,7.438971592395862,5,0,0.0047031159999999,0.001205148,0,0
62,0,8.299037181613066,9,1,0.376616915,0.308803624,0,0
45,2,8.434028950155469,9,0,0.321669202,0.886571056,1,0
45,0,8.033009498596668,11,1,0.248620578,0.100812664,0,0
55,2,9.667258761673263,11,2,0.2366388039999999,0.176499646,0,0
63,1,8.47407690034261,18,2,0.568803508,0.075618205,0,0
62,0,8.237743803890933,17,0,0.362338006,0.67217678,0,0
35,0,9.210440366976517,12,2,0.432856714,0.8617641640000001,0,0
67,0,8.594339400592892,6,2,0.524835989,0.3665589039999999,0,0
60,1,8.80492526261806,13,1,0.340032998,0.016397315,0,0
51,0,8.392989587956931,6,0,0.270606884,0.91259684,0,0
73,0,9.259225769705994,13,0,0.00390439,0.016337296,0,0
53,0,8.24301946898925,8,1,0.102341489,0.003076805,0,0
55,0,9.163143937145207,17,2,0.486843485,0.501166641,1,0
44,0,8.594339400592892,0,2,0.439864801,0.512110573,3,0
53,0,9.16785032035523,9,1,0.309369783,0.765895627,1,0
54,1,9.339876293325217,7,2,0.313713432,0.080687975,0,0
46,0,9.424887076064874,0,1,0.294672852,0.484136932,0,0
43,0,8.412054873292933,8,0,0.261053099,0.348403685,2,0
30,0,8.047509510981422,6,0,0.1909788869999999,1.07266436,4,0
43,3,8.922791623969637,6,1,0.296093854,0.176499646,0,0
51,0,8.594339400592892,0,0,0.0,0.0,0,0
46,0,9.093918908958932,11,0,0.109875295,0.552990627,1,0
48,1,8.594339400592892,9,0,0.135818228,0.3000156539999999,0,0
59,0,8.361240889642351,8,1,0.450911641,0.019717993,0,0
61,0,8.517393171418904,8,0,0.082783443,0.313797824,1,0
43,2,8.496990484098719,7,2,0.86,0.3808927279999999,0,0
50,0,8.699681400989514,25,0,0.327112148,0.176499646,0,0
27,0,6.68586094706836,2,0,0.078651685,0.531367158,0,0
69,0,8.624611588183507,10,0,0.319382073,0.729713174,0,0
43,0,8.594339400592892,5,0,0.808533917,0.0,0,0
39,1,9.220389707829185,4,0,0.331749332,0.205711046,0,0
29,0,7.3783837129967145,6,0,0.188007495,0.076452599,0,0
61,0,8.225235324101668,14,0,0.461703267,0.365908682,0,0
65,0,8.03947991910045,7,0,0.088358594,0.07024122,0,0
70,1,8.071218539969863,14,1,0.294672852,0.176499646,0,0
48,2,9.105090961257085,15,3,0.449061215,0.110751908,0,0
53,2,8.268988209506656,15,0,0.32504486,0.104617858,0,0
63,1,9.186150133174966,6,1,0.289109722,0.069790697,0,0
50,0,9.443909388773974,16,1,0.249782282,0.176499646,0,0
34,0,7.3783837129967145,1,0,0.0468457209999999,0.9999999,0,0
76,0,8.877381954654766,14,0,0.086914063,0.155097433,0,0
35,1,8.443331342817782,14,1,0.374892334,0.769482487,0,0
61,0,8.594339400592892,4,0,0.1038156819999999,0.536573171,0,0
50,2,8.006700845440367,0,1,0.749750083,0.146295123,0,0
64,0,8.105005537547246,6,0,0.061310782,0.0131512389999999,0,0
88,0,8.753687227098585,4,1,0.133564888,0.041545707,0,0
42,0,9.123365357961776,8,1,0.368059343,0.079733342,3,0
74,0,7.21890970761906,8,0,0.326739927,0.0,0,0
65,0,8.582418976333944,6,1,0.186809069,0.050868091,0,0
63,0,8.699514748210191,15,0,0.334833333,0.360425016,0,0
46,3,8.620291149419804,8,0,0.19321667,0.597395966,0,0
51,0,9.305741456739435,10,2,0.545859467,0.5164350010000001,1,0
50,1,9.323847612769777,22,2,0.353954651,0.05106503,0,0
50,0,8.64241515616962,0,1,0.502382213,0.273744785,0,0
38,0,7.7102051944325325,2,0,0.01748095,0.158768634,0,0
55,0,8.853808274977197,3,1,0.130124268,0.04270337,0,0
62,0,8.594339400592892,0,1,0.468676891,0.188239611,0,0
51,1,8.006700845440367,13,1,0.968010663,0.669204786,0,0
71,0,8.350902451694811,10,0,0.012045347,0.051978832,0,0
44,5,8.594339400592892,0,0,0.251974803,0.638083682,1,0
79,0,8.804024902413179,0,1,0.8479207329999999,0.005130073,0,0
52,0,9.472781556562168,10,0,0.00515345,0.176499646,0,0
46,0,8.59748202264504,0,0,0.103728313,0.977288959,1,0
51,1,8.648396877031582,7,0,0.338186283,0.818469518,0,0
62,1,8.976767625171433,9,1,0.294672852,0.013724657,1,0
51,0,7.6760099320288875,0,0,0.187384045,0.568882,3,1
81,1,8.594339400592892,12,1,1.5,0.024447246,0,0
46,0,8.434028950155469,11,1,0.294672852,0.55438192,0,0
65,1,8.006700845440367,6,0,0.238253915,0.065489119,0,0
48,0,8.594339400592892,6,1,0.221781765,0.0,0,0
55,2,9.210440366976517,0,1,0.520847915,0.312074564,2,0
39,1,8.954286157204713,13,1,0.340653662,0.523856126,0,0
50,0,8.03947991910045,9,1,0.8252176720000001,0.300126018,0,0
50,0,8.057694194815587,16,1,0.4186193789999999,0.3536974429999999,0,0
44,3,8.740496729931813,8,1,0.432570789,0.034241635,0,0
51,1,9.082620630373812,7,2,0.299284172,0.082513467,0,0
60,1,7.650168700845001,11,1,0.554497858,0.22443776,0,0
43,1,8.37793112408273,6,1,0.7032183909999999,0.8008471629999999,2,0
35,1,7.601402334583733,9,0,0.4112943529999999,0.423593414,0,0
47,1,9.61587214452889,11,1,0.111392574,0.176499646,0,0
36,2,9.16785032035523,8,2,0.583889816,0.981360746,1,0
74,0,8.594339400592892,7,1,0.215539223,0.0217769879999999,0,0
54,1,9.669914805731379,14,2,0.118100291,0.0271464929999999,0,0
82,0,8.212568398234145,10,1,0.331163548,0.07047204,0,0
38,3,8.11162807830774,6,0,0.274227423,0.924415117,0,0
59,0,6.400257445308821,6,3,1.5,0.176499646,0,0
65,0,8.568076401730806,3,1,0.211936894,0.084288672,0,0
64,0,8.77971129020447,5,2,0.294672852,0.470334497,0,0
49,1,9.331318298529085,12,2,0.330320751,0.640233033,1,0
67,0,8.517393171418904,10,0,0.00419916,0.005987364,0,0
79,0,8.229777750081887,0,0,0.294672852,0.006857684,0,0
40,1,8.594339400592892,6,0,1.5,0.2666717939999999,0,0
72,0,8.006700845440367,5,0,0.01332889,0.017840823,0,0
51,0,8.740496729931813,16,2,0.509038554,0.013386665,0,0
37,1,8.753687227098585,4,2,0.294672852,0.89431591,1,0
38,1,8.434028950155469,6,0,0.294672852,0.0,0,0
56,0,9.546884034617925,6,2,0.217770159,0.045398865,0,0
66,0,8.594339400592892,14,2,0.312531404,0.023104675,0,0
42,0,8.697846691109495,8,1,0.4288814689999999,0.948017328,0,0
71,1,8.38958706681109,6,0,0.20927062,0.401664906,0,0
52,0,7.824445930877619,4,0,0.259496202,0.917635296,2,0
76,0,9.290444616217844,0,1,0.124238508,0.0792922009999999,0,0
61,1,8.699681400989514,19,3,0.86902183,0.0983905619999999,0,0
63,0,8.594339400592892,8,1,0.585893474,0.499766952,0,0
53,0,8.981052985901483,23,2,0.673248648,0.659486599,0,0
43,3,9.105090961257085,13,1,0.274302855,0.028023421,0,0
49,2,8.380456667842767,10,1,0.4219215779999999,0.24190036,0,0
35,0,8.566173813637858,6,2,0.2869929539999999,0.522838173,0,0
56,2,8.594339400592892,12,0,1.5,0.176499646,0,0
79,0,10.106469212026385,17,0,0.001562354,0.012244794,0,0
35,0,9.105090961257085,0,0,0.021997556,0.947293244,0,0
74,1,8.699681400989514,3,0,0.166138977,0.583635409,1,0
49,0,8.721439305625983,11,1,0.294672852,0.71746629,0,0
57,2,8.601718146485926,9,2,0.413894505,0.033369849,0,0
